,customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
2928,15581198,668,Germany,Female,39,0,122104.79,1,1,0,112946.67
2077,15744843,569,Spain,Female,34,6,144855.34,1,0,0,196555.32
6148,15806945,611,France,Female,30,9,88594.14,1,1,0,196332.45
3164,15721592,665,France,Female,38,5,0.0,2,1,0,156439.56
814,15641655,700,France,Female,26,2,0.0,2,0,0,50051.42
7119,15636478,621,France,Male,31,7,136658.61,1,1,1,148689.13
6667,15741921,622,Spain,Female,26,8,0.0,2,1,1,124964.82
8999,15810910,702,Spain,Female,38,9,0.0,2,1,1,158527.45
1365,15689514,625,France,Male,43,8,201696.07,1,1,0,133020.9
2424,15782941,573,France,Male,31,2,0.0,2,1,1,91957.39
9692,15693690,574,Spain,Male,52,7,115532.52,1,1,0,196257.67
2371,15604345,730,France,Female,22,9,65763.57,1,1,1,145792.01
655,15692926,498,Germany,Male,25,8,121702.73,1,1,1,132210.49
7618,15752601,578,France,Female,40,7,0.0,2,0,0,102233.73
6414,15642912,618,France,Female,21,2,125682.79,1,0,0,57762.0
8557,15752622,729,France,Female,32,7,38550.06,1,0,1,179230.23
5788,15694566,602,France,Female,42,10,0.0,2,0,0,169921.11
9863,15726179,757,Germany,Female,43,5,131433.33,2,1,1,3497.43
2695,15639946,597,Germany,Female,39,8,162532.14,3,1,0,36051.46
3437,15619436,700,France,Female,32,3,0.0,1,0,0,95740.37
5911,15697567,752,France,Male,33,4,0.0,2,1,1,39570.78
6000,15658577,629,France,Female,37,10,99546.25,3,0,1,25136.95
4654,15593976,578,Germany,Female,31,5,102088.68,4,0,0,187866.21
1400,15670481,684,France,Female,27,9,122550.05,2,0,1,137835.82
7670,15711759,576,France,Female,29,5,108541.04,1,1,1,126469.09
3502,15660505,735,Germany,Male,46,2,106344.95,1,1,0,114371.33
3361,15754952,602,Germany,Female,48,7,76595.08,2,0,0,127095.14
124,15779659,625,France,Female,28,3,0.0,1,0,0,183646.41
2317,15627212,630,France,Female,36,2,110414.48,1,1,1,48984.95
4938,15727703,773,Germany,Male,34,10,126979.75,1,0,0,36823.28
9971,15721377,833,France,Female,34,3,144751.81,1,0,0,166472.81
1999,15567399,633,Germany,Male,43,3,144164.29,1,1,1,158646.46
7526,15800554,850,France,Female,81,1,0.0,2,1,1,59568.24
7851,15651581,758,Germany,Male,68,6,112595.85,1,1,0,35865.44
9590,15594786,772,Germany,Male,34,7,111565.91,1,1,1,121073.23
8290,15731267,797,France,Male,37,4,75263.7,1,1,0,85801.77
7276,15653147,594,France,Male,35,2,133853.27,1,1,1,65361.66
4575,15756926,833,Germany,Male,29,1,96462.25,2,0,1,48986.18
1765,15770101,766,Germany,Male,43,6,112088.04,2,1,1,36706.56
2155,15725997,660,France,Female,35,6,100768.77,1,1,0,19199.61
7199,15705343,649,Spain,Female,32,7,0.0,1,1,0,28797.32
745,15640059,606,France,Male,40,5,0.0,2,1,1,70899.27
843,15672012,773,Spain,Female,41,5,0.0,1,1,0,28266.9
642,15809663,583,France,Female,27,1,125406.58,1,1,1,110784.42
3625,15781678,470,Spain,Male,31,4,55732.92,2,1,1,103792.53
3848,15577831,560,Germany,Male,41,4,152532.3,1,0,0,10779.69
3724,15703541,772,Germany,Female,51,9,143930.92,1,0,1,46675.51
5064,15671243,558,France,Female,47,9,0.0,2,1,0,103787.28
3006,15720943,747,France,Female,45,1,114959.12,1,1,0,189362.39
6307,15598510,583,Germany,Male,27,4,105907.42,2,1,1,195732.04
1097,15604295,543,France,Male,36,6,0.0,2,1,0,176728.28
9850,15626012,459,France,Male,26,4,149879.66,1,0,0,50016.17
3012,15739160,849,France,Female,41,9,115465.28,1,1,0,103174.5
6344,15579777,850,France,Male,41,3,0.0,2,1,0,128892.36
6987,15577170,532,France,Male,60,5,76705.87,2,0,1,13889.73
343,15684484,543,France,Male,22,8,0.0,2,0,0,127587.22
862,15794916,725,France,Male,41,7,113980.21,1,1,1,116704.25
8050,15708193,707,France,Male,33,2,0.0,2,0,0,130866.95
5688,15682021,471,Germany,Male,23,6,104592.55,2,1,0,131736.23
403,15732674,443,Spain,Male,36,6,70438.01,2,0,1,56937.43
3771,15643361,477,Germany,Male,34,8,139959.55,2,1,1,189875.83
9965,15690164,627,Germany,Female,33,4,83199.05,1,0,0,159334.93
8144,15775108,571,France,Male,34,1,99325.04,2,0,1,186052.15
2749,15671124,599,France,Male,25,6,120383.41,1,1,1,24903.09
6238,15589437,466,France,Male,26,3,156815.71,1,1,1,137476.09
9291,15679804,636,France,Male,36,5,117559.05,2,1,1,111573.3
2149,15648794,836,Spain,Male,57,4,101247.06,1,1,0,37141.62
1794,15606841,823,France,Male,38,1,0.0,2,1,0,156603.7
4270,15741275,623,France,Female,57,7,71481.79,2,1,1,84421.34
1973,15635728,693,France,Male,41,4,0.0,2,0,0,156381.47
2582,15703205,656,France,Female,46,5,113402.14,2,1,1,138849.06
9472,15579345,775,Germany,Female,74,0,161371.5,1,1,1,134869.93
6692,15677087,662,France,Female,39,5,138106.75,1,0,0,19596.73
5874,15693902,597,France,Male,19,2,0.0,2,1,1,91036.74
9760,15632143,652,France,Male,31,2,119148.55,1,0,0,149740.22
240,15812009,662,Spain,Male,38,4,0.0,2,1,0,136259.65
8867,15653773,457,France,Female,38,7,164496.99,1,1,1,163327.27
4686,15607314,536,Spain,Male,53,2,143923.96,1,1,0,2019.78
7769,15757473,766,France,Female,27,7,158786.67,2,0,1,47579.25
2564,15672144,667,France,Female,38,6,144432.04,1,1,1,73963.17
4702,15661007,660,France,Male,33,0,72783.42,1,0,0,181051.99
9204,15737971,646,France,Female,30,5,0.0,2,1,0,13935.32
5652,15800620,691,France,Female,29,9,0.0,2,0,0,199635.93
8592,15638774,719,Spain,Female,40,9,0.0,2,1,0,182224.14
1916,15812198,543,Germany,Male,48,1,100900.5,1,0,0,33310.72
3265,15671249,422,France,Female,33,2,0.0,2,1,0,102655.31
4946,15644692,546,France,Female,47,8,0.0,1,1,1,66408.01
7939,15761717,720,France,Male,26,10,51962.91,2,1,0,45507.24
8237,15737275,649,France,Male,39,3,113096.41,1,1,1,60335.24
3457,15713370,657,Spain,Male,36,8,188241.05,2,0,0,183058.51
9540,15634551,727,Germany,Male,46,3,115248.11,4,1,0,130752.01
3181,15663249,575,Spain,Female,37,9,133292.45,1,1,0,111175.09
7430,15754578,606,France,Female,35,0,135984.15,2,1,0,186778.89
8334,15610343,705,France,Female,37,10,0.0,2,1,1,13935.53
928,15677135,520,Germany,Male,61,8,133802.29,2,1,1,90304.01
5967,15797919,773,Spain,Male,37,2,103195.2,2,1,0,178268.36
7711,15763029,612,Germany,Male,46,9,161450.03,1,1,1,96961.0
5994,15746065,580,Germany,Male,35,10,136281.41,2,1,1,24799.47
9316,15766355,550,Germany,Male,49,0,108806.96,3,1,0,61446.92
9465,15815259,835,France,Female,56,2,0.0,2,1,1,39820.13
1039,15577478,714,France,Female,72,3,0.0,1,1,1,86733.61
5560,15631436,564,France,Male,35,4,0.0,1,1,0,158937.55
3608,15601873,677,France,Female,36,7,0.0,1,1,0,47318.75
8851,15590828,782,Germany,Male,42,7,126428.38,1,1,0,39830.1
8443,15567897,619,Germany,Male,23,5,132725.1,1,1,1,143913.33
3880,15726945,677,France,Female,72,8,0.0,2,1,1,153604.44
464,15613786,818,Spain,Male,26,4,0.0,2,1,1,167036.94
115,15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13
2682,15732102,656,Germany,Female,27,3,150905.03,2,1,0,16998.72
2988,15684801,689,France,Male,47,1,93871.95,3,1,0,156878.42
1889,15716324,665,France,Female,23,9,143672.9,1,1,1,115147.33
237,15764866,539,Germany,Female,43,3,116220.5,3,1,0,55803.96
3918,15740283,850,France,Male,29,1,0.0,2,0,0,152996.89
5675,15757897,766,France,Female,26,3,104258.8,1,1,1,428.23
3498,15694253,686,France,Female,41,7,152105.57,2,0,1,132374.41
9931,15647800,850,France,Female,34,6,101266.51,1,1,0,33501.98
48,15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13
8780,15669782,820,Germany,Male,39,9,111336.89,1,1,0,16770.31
72,15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55
5733,15742798,829,France,Female,22,7,150126.44,1,1,0,152107.93
4157,15719793,850,Spain,Male,62,5,0.0,2,1,1,180243.56
7428,15750055,503,Spain,Male,32,9,100262.88,2,1,1,157921.25
3678,15609458,797,France,Male,30,10,69413.44,1,1,1,74637.57
8611,15617029,596,Spain,Female,30,1,0.0,2,1,0,8125.39
7085,15575605,725,France,Male,38,6,0.0,2,1,1,158697.28
9837,15809124,750,France,Male,38,5,151532.4,1,1,1,46555.15
4639,15567078,789,France,Female,27,8,66201.96,1,1,1,79458.12
4694,15588186,520,Spain,Male,45,7,107023.03,1,1,0,32903.93
5782,15671514,669,Spain,Female,33,8,0.0,2,0,1,128538.05
4607,15734524,653,France,Male,51,3,0.0,1,1,0,170426.65
6976,15785488,701,Spain,Female,39,9,0.0,2,1,1,110043.88
4086,15764294,759,Germany,Male,31,4,98899.91,1,1,1,47832.82
6325,15615797,743,Germany,Male,59,5,108585.35,1,1,1,192127.22
1848,15685844,518,Germany,Female,35,8,141665.63,1,0,1,192776.64
4141,15790596,850,Spain,Male,39,0,141829.67,1,1,1,92748.16
8328,15687171,638,Spain,Male,34,5,146679.77,1,1,0,102179.86
5952,15657535,590,Spain,Male,29,10,0.0,1,1,1,51907.72
743,15641675,611,France,Female,49,2,88915.37,3,0,0,161435.02
2519,15690231,612,Spain,Female,62,0,167026.61,2,1,1,192892.05
614,15660271,688,Germany,Male,26,8,146133.39,1,1,1,175296.76
6584,15584229,671,Germany,Female,23,9,123943.18,1,1,1,159553.27
5097,15568238,650,Spain,Male,20,8,0.0,2,1,1,113469.65
6971,15658240,554,France,Female,44,9,135814.7,2,0,0,115091.38
6051,15623220,723,Spain,Female,45,4,0.0,2,1,0,37214.39
211,15624592,603,France,Male,31,8,0.0,2,1,1,169915.02
1576,15647474,613,France,Female,40,9,95624.36,2,1,1,60706.33
1544,15618926,520,Spain,Male,43,7,0.0,2,1,1,36202.74
6377,15588904,692,France,Male,33,9,0.0,1,1,0,113505.93
5893,15641004,605,Spain,Female,48,10,150315.92,1,0,1,133486.36
9251,15624013,541,France,Female,39,6,109844.81,1,1,0,25289.23
5703,15621063,516,France,Female,42,8,56228.25,1,1,0,46857.52
2773,15610765,559,France,Male,29,1,0.0,2,0,0,155639.76
4668,15780770,445,France,Male,31,7,145056.59,1,1,1,175893.53
1204,15650098,630,France,Female,40,7,0.0,2,1,1,34453.17
8598,15624424,678,Spain,Female,49,1,0.0,2,1,1,102472.9
8014,15644295,731,Spain,Female,39,2,126816.18,1,1,1,74850.93
4633,15707291,477,Germany,Male,48,8,129250.0,2,1,1,157937.35
7808,15649033,603,Germany,Female,55,7,127723.25,2,1,0,139469.11
2576,15673529,645,Spain,Male,36,4,59893.85,2,1,0,43999.64
5524,15654975,641,France,Female,53,0,123835.52,2,0,1,160110.65
5501,15796496,631,France,Female,31,8,137687.72,1,1,0,190067.12
3709,15812616,707,France,Female,49,10,0.0,1,1,0,82967.97
193,15702741,601,France,Male,32,8,93012.89,1,1,0,86957.42
254,15665834,696,Spain,Male,28,8,0.0,1,0,0,176713.47
8873,15810839,610,France,Male,34,0,103108.17,1,0,0,125646.82
8520,15634606,634,Spain,Male,52,1,0.0,2,1,1,176913.42
5364,15704144,812,Germany,Male,33,2,127154.14,2,0,1,105383.49
2026,15603088,451,Spain,Female,23,9,0.0,2,0,1,48021.71
5980,15781710,558,Spain,Female,31,7,0.0,2,1,0,166720.28
9096,15762331,569,France,Male,37,9,178755.84,1,1,0,199929.17
1513,15729040,440,France,Male,42,2,0.0,2,1,0,49826.68
1137,15645269,583,France,Female,42,4,0.0,2,1,0,17439.66
3033,15578006,787,France,Female,85,10,0.0,2,1,1,116537.96
9358,15729359,837,France,Female,29,9,0.0,2,1,1,41866.26
4359,15605425,545,Germany,Female,44,2,127536.44,1,1,0,108398.63
8201,15614936,718,Spain,Female,49,10,82321.88,1,0,1,11144.4
5718,15814519,648,France,Female,37,7,0.0,2,1,0,194238.92
7025,15711446,569,Spain,Female,51,3,0.0,3,1,0,75084.96
5021,15632793,638,France,Female,29,9,103417.74,1,1,1,15336.4
9184,15716984,695,Spain,Female,56,4,0.0,2,1,0,84644.76
1065,15692744,512,France,Male,36,4,152169.12,2,0,0,38629.3
3570,15706005,674,France,Male,46,2,174701.05,1,1,0,90189.72
3532,15755077,778,Germany,Female,37,0,105617.73,2,1,1,133699.82
9681,15607301,651,Spain,Female,63,8,129968.67,1,1,1,11830.53
7596,15794868,599,Germany,Male,40,10,137456.28,2,1,1,14113.11
414,15810432,795,Spain,Male,35,8,0.0,2,1,0,167155.36
7792,15613197,590,France,Male,40,8,0.0,2,1,0,62933.03
406,15578045,538,Spain,Female,49,9,141434.04,1,0,0,173779.25
7928,15640789,711,France,Male,38,4,123345.85,1,1,0,141827.83
6241,15571995,775,Germany,Female,33,1,118897.1,2,1,1,26362.4
2731,15712584,670,France,Female,33,7,0.0,2,1,1,88187.81
1683,15709387,711,France,Male,52,5,0.0,1,1,1,159808.95
7320,15778142,850,Germany,Female,31,1,130089.56,2,1,1,4466.21
8990,15729065,784,Germany,Male,28,2,109960.06,2,1,1,170829.87
3013,15689237,471,France,Female,27,4,0.0,2,1,0,122642.09
647,15805112,578,France,Male,38,7,82259.29,1,1,0,8996.97
6604,15801188,774,France,Female,47,6,94722.88,1,0,1,61450.96
7015,15683168,572,France,Female,30,6,0.0,1,0,1,175025.27
6505,15761053,596,Germany,Male,48,2,131326.47,1,0,0,1140.02
7850,15679663,488,France,Female,36,0,0.0,2,1,0,136675.22
9551,15688563,694,Germany,Male,31,4,141989.27,2,1,0,26116.82
5698,15672966,682,Spain,Female,64,9,0.0,2,1,1,103318.44
5925,15783477,706,Germany,Female,39,8,112889.91,1,0,1,6723.66
6840,15685826,563,France,Male,30,7,90727.79,1,1,0,122268.75
3789,15765415,609,Spain,Female,45,4,89122.3,1,1,1,199256.98
712,15629448,632,Spain,Male,38,1,120599.21,1,1,0,92816.86
5105,15718465,671,Germany,Male,51,3,96891.46,1,1,0,176403.33
131,15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21
8,15792365,501,France,Male,44,4,142051.07,2,0,1,74940.5
8521,15579207,545,France,Male,37,3,91184.01,1,1,0,105476.65
5266,15784700,811,France,Male,31,7,117799.28,1,1,1,182372.35
885,15721935,521,France,Male,25,7,0.0,2,1,1,157878.67
4094,15760880,513,France,Male,29,10,0.0,2,0,1,25514.77
8651,15760450,512,France,Male,43,1,0.0,2,1,1,52471.36
4641,15786617,485,Germany,Male,34,3,133658.24,1,1,0,70209.83
6872,15642816,850,France,Female,27,7,43658.33,2,1,1,3025.49
778,15797227,754,France,Male,28,8,0.0,2,1,1,52615.62
532,15663478,729,France,Male,32,6,93694.42,1,1,1,79919.13
7009,15644446,672,France,Female,28,6,0.0,1,0,1,8814.69
7262,15579583,641,Spain,Female,40,4,101090.27,1,1,1,51703.09
9070,15656937,468,Spain,Male,26,1,131643.25,1,1,0,64436.16
1583,15730394,709,France,Female,43,8,0.0,2,0,0,168035.62
4936,15792986,580,Germany,Male,24,1,133811.78,1,1,0,17185.95
1045,15785980,588,Spain,Male,34,6,121132.26,2,1,0,86460.28
4665,15656293,786,France,Male,35,3,0.0,2,1,0,92712.97
3571,15790336,664,Germany,Male,36,6,71142.77,2,1,0,122433.09
3605,15788683,588,Germany,Female,34,10,129417.82,1,1,0,153727.32
98,15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04
8898,15760427,850,France,Male,40,6,124788.18,1,1,0,65612.12
3706,15657565,629,Spain,Female,44,6,125512.98,2,0,0,79082.76
4721,15695034,757,France,Female,44,4,123322.15,1,1,0,137136.29
5714,15604158,554,France,Female,39,10,0.0,2,1,1,18391.93
1386,15704586,758,France,Female,42,7,0.0,2,0,1,76209.56
1623,15804516,589,France,Male,38,2,0.0,1,1,0,79915.28
6121,15607629,679,France,Male,48,8,0.0,2,1,0,23344.94
65,15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36
9728,15764916,616,Germany,Female,43,7,95984.21,1,0,1,115262.54
7777,15638730,711,France,Female,21,0,82844.33,2,0,1,1408.68
4516,15812210,497,Germany,Female,32,8,111537.23,4,1,1,9497.99
2781,15641416,732,Germany,Female,61,9,94867.18,2,1,1,157527.6
6724,15756625,752,France,Female,41,8,0.0,2,1,0,139844.04
4570,15760514,789,Germany,Female,43,9,116644.29,2,1,1,60176.1
2211,15641850,717,France,Male,40,0,98241.04,1,1,0,110887.14
4766,15719858,659,Spain,Female,38,9,0.0,2,1,1,35701.06
1201,15651052,399,Germany,Male,46,2,127655.22,1,1,0,139994.68
7469,15717065,686,France,Female,35,8,105419.73,1,1,0,35356.46
3408,15790564,832,Germany,Female,40,9,107648.94,2,1,1,134638.97
6902,15636548,457,Spain,Male,44,7,0.0,2,0,0,185992.36
6807,15677739,562,France,Male,36,6,0.0,2,1,0,32845.32
95,15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78
4964,15574761,466,France,Female,41,3,33563.95,2,1,0,178994.13
7565,15623369,708,France,Male,52,10,105355.81,1,1,0,123.07
7951,15644699,850,France,Female,40,0,0.0,2,1,0,1099.95
8385,15649297,605,France,Female,62,4,111065.93,2,0,1,125660.99
6864,15797381,593,Germany,Female,48,3,133903.12,2,1,1,85902.39
8616,15725076,653,Spain,Female,27,6,107751.68,2,1,1,33389.42
7930,15606436,500,Spain,Male,38,7,0.0,2,0,0,192013.23
3492,15626491,655,France,Female,45,7,57327.04,1,0,1,47349.0
1027,15769948,737,Germany,Male,35,0,133377.8,1,0,1,64050.19
7673,15788634,750,Spain,Female,37,2,113817.06,1,0,0,88333.74
5456,15755225,659,Germany,Male,34,9,134464.58,2,1,0,178833.34
9327,15624715,593,Spain,Female,40,2,0.0,1,1,1,5194.95
7402,15632010,647,Spain,Male,33,7,121260.19,2,1,0,77216.48
5383,15586425,579,France,Male,28,4,0.0,2,1,1,176925.69
9558,15801411,623,Spain,Male,46,4,0.0,1,1,0,5549.11
4858,15632050,779,France,Female,41,10,99786.2,1,1,0,86927.53
3479,15743714,468,France,Male,46,7,91443.75,1,1,0,10958.18
5293,15602909,604,Spain,Female,41,10,0.0,2,1,1,166224.39
2589,15701096,778,France,Male,44,8,123863.64,1,1,0,144494.94
8477,15685947,556,Germany,Male,42,0,115915.53,2,0,1,125435.47
4106,15741092,671,Spain,Male,34,10,153360.02,1,1,0,140509.86
9974,15695474,583,France,Male,33,7,122531.86,1,1,0,13549.24
1802,15779247,683,Spain,Female,24,8,98567.1,1,1,0,187987.01
9149,15814331,597,Germany,Female,43,7,119127.46,2,1,0,55809.92
554,15711309,574,Germany,Male,33,3,129834.67,1,1,0,193131.42
5292,15732610,745,France,Female,28,6,0.0,2,1,0,154389.18
7862,15811343,644,Germany,Male,35,5,161591.11,3,1,1,63795.62
6994,15589210,557,France,Female,24,4,0.0,1,0,0,20515.72
3772,15699486,745,Spain,Male,34,7,132944.53,1,1,1,31802.92
4375,15616555,850,Germany,Male,41,8,60880.68,1,1,0,31825.84
5603,15608408,598,Spain,Male,39,1,0.0,2,1,0,159130.32
6797,15811978,693,Germany,Male,46,2,104763.41,1,1,1,62368.33
500,15727688,555,Spain,Male,32,4,0.0,2,1,1,54405.79
1741,15742638,747,France,Female,25,4,0.0,2,0,1,42039.67
8367,15806941,499,France,Male,60,7,76961.6,2,1,1,83643.87
6204,15766458,498,France,Male,33,1,198113.86,1,1,0,69664.35
671,15674991,667,France,Male,42,9,0.0,2,0,1,58137.42
3644,15626233,593,France,Female,32,3,0.0,2,1,1,151978.36
3095,15680243,792,France,Male,19,7,143390.51,1,1,0,33282.84
3097,15708228,476,Germany,Male,30,3,134366.42,1,1,0,68343.53
7076,15766906,742,France,Female,25,4,132116.13,2,1,0,129933.5
9811,15772421,645,Germany,Female,31,1,128927.93,1,1,1,2850.01
6290,15622801,555,France,Female,27,8,102000.17,1,1,1,116757.0
4103,15693337,683,Spain,Male,41,0,148863.17,1,1,1,163911.32
7954,15626898,743,France,Male,30,7,77599.23,1,0,0,144407.1
6324,15746012,729,Spain,Female,28,0,0.0,2,1,1,31165.06
9957,15672237,633,France,Male,25,1,0.0,1,1,0,100598.98
8595,15668774,758,Germany,Female,23,5,122739.1,1,1,0,102460.84
8958,15710726,573,France,Male,52,8,0.0,2,0,1,178229.04
2897,15664150,528,Germany,Female,29,9,170214.23,2,1,0,49284.0
2836,15768455,679,France,Male,60,8,0.0,2,1,1,51380.9
7054,15682860,769,Spain,Male,38,6,0.0,2,0,0,104393.78
5638,15576774,729,France,Female,38,7,0.0,2,0,0,45779.9
4230,15566660,670,France,Female,41,10,0.0,3,1,0,81602.02
2359,15644896,663,Germany,Male,32,3,108586.86,1,1,1,182355.21
7538,15728082,601,Spain,Male,28,6,0.0,2,1,0,14665.28
5606,15741988,492,Germany,Female,52,8,125396.24,1,1,0,10014.72
4314,15582276,638,France,Male,34,5,133501.36,1,0,1,155643.04
6226,15792305,762,Germany,Male,46,6,123571.77,3,0,1,57014.17
6420,15718039,606,Germany,Female,47,0,137138.2,2,0,1,53784.22
8548,15806546,517,Spain,Male,46,4,0.0,1,1,0,22372.78
1055,15769499,545,Spain,Female,74,3,0.0,2,1,1,161326.73
3197,15747043,599,Spain,Male,36,4,0.0,2,0,0,13210.56
9380,15597109,627,France,Male,70,1,94416.78,1,0,1,145299.5
9328,15763093,540,Germany,Female,35,7,128369.75,2,1,0,198256.15
4687,15576745,769,France,Male,48,2,96542.16,2,0,1,197885.72
9397,15672467,766,France,Female,52,7,92510.9,2,0,1,66193.61
5867,15625740,627,Germany,Male,62,3,143426.34,2,1,1,143104.3
7695,15629985,723,Germany,Female,47,10,90450.0,2,0,0,103379.31
4495,15657317,789,France,Female,32,7,69423.52,1,1,0,107499.39
5233,15591286,731,Germany,Female,49,4,88826.07,1,1,1,33759.41
6668,15793671,606,France,Male,34,5,0.0,1,1,0,161971.42
3256,15573926,735,Spain,Male,38,7,86131.71,2,0,0,93478.96
6045,15784594,549,Germany,Female,37,1,130622.34,2,1,1,128499.94
5825,15753888,607,Spain,Female,62,8,108004.64,1,1,1,23386.77
734,15612966,545,Germany,Female,60,7,128981.07,1,0,1,176924.21
5395,15639303,589,Germany,Male,48,5,126111.61,1,0,1,133961.19
9802,15744295,756,France,Male,40,1,94773.11,1,1,0,114279.63
1263,15726557,638,France,Female,42,7,165679.92,1,0,0,32916.29
3869,15674929,512,France,Female,31,7,0.0,2,0,0,49326.07
3464,15689031,697,Spain,Female,37,7,168066.87,1,1,0,35450.53
1502,15660833,796,Germany,Male,39,5,86350.87,2,0,0,105080.53
2166,15780650,667,France,Male,40,9,0.0,1,1,1,96670.2
5684,15795132,735,France,Female,25,3,91718.8,1,0,0,28411.23
9902,15797665,730,France,Female,27,7,0.0,2,1,0,144099.48
120,15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77
1537,15732448,821,France,Female,28,8,0.0,1,1,1,36754.13
6330,15715117,744,France,Female,39,6,0.0,1,0,0,10662.58
4534,15629475,656,France,Male,41,2,0.0,2,1,0,158973.77
148,15703264,735,France,Male,44,9,120681.63,1,1,0,74836.34
3790,15756751,596,Spain,Female,54,0,78126.28,1,1,1,153482.91
7747,15628308,850,France,Female,24,6,0.0,2,1,1,13159.9
5935,15778089,544,Spain,Male,37,2,0.0,2,0,0,135067.02
7319,15762045,474,Germany,Female,37,5,142688.57,2,1,1,110953.33
6461,15666975,710,France,Female,36,4,116085.06,1,1,0,58601.61
4249,15712938,531,France,Male,44,3,0.0,2,1,1,34416.79
5217,15796434,724,France,Male,28,5,97612.12,1,1,1,96498.14
3385,15765982,735,France,Male,41,7,74135.85,1,1,1,11783.1
9843,15778304,646,Germany,Male,24,0,92398.08,1,1,1,18897.29
3769,15663263,698,France,Male,47,5,156265.31,2,0,0,1055.66
6615,15792934,661,France,Male,26,8,0.0,2,0,0,196875.87
3317,15575119,779,France,Male,71,3,0.0,2,1,1,146895.36
4066,15736154,823,France,Female,44,1,0.0,2,0,1,182495.7
6989,15811877,700,France,Female,36,4,0.0,2,1,0,130789.15
5398,15648933,831,Germany,Male,44,3,111100.98,1,1,1,28144.07
5285,15732643,386,Spain,Female,53,1,131955.07,1,1,1,62514.65
6080,15725945,659,Spain,Female,42,2,0.0,1,0,0,162734.31
3485,15728456,604,France,Male,33,3,0.0,1,1,0,42171.13
2318,15648005,672,Spain,Male,33,2,0.0,2,1,1,182738.0
4865,15734438,590,France,Female,29,4,0.0,2,1,0,121846.81
9533,15733361,651,Germany,Female,45,6,86714.06,1,1,0,85869.89
2238,15808784,835,France,Male,28,2,163569.61,2,1,1,154559.28
